fiscal_year,SOAL,_FREQ_
1112,E01000893,472
1112,E01000894,370
1112,E01000895,548
1112,E01000896,465
1112,E01000897,440
1112,E01000898,746
1112,E01000899,359
1112,E01000900,851
1112,E01000901,849
1112,E01000902,805
1112,E01000903,623
1112,E01000904,832
1112,E01000905,1056
1112,E01000906,514
1112,E01000907,799
1112,E01000908,661
1112,E01000909,477
1112,E01000910,396
1112,E01000911,610
1112,E01000912,1223
1112,E01000913,458
1112,E01000914,535
1112,E01000915,513
1112,E01000916,642
1112,E01000917,770
1112,E01000918,993
1112,E01000919,701
1112,E01000920,696
1112,E01000921,691
1112,E01000922,677
1112,E01000923,586
1112,E01000924,563
1112,E01000925,654
1112,E01000926,581
1112,E01000927,575
1112,E01000928,831
1112,E01000929,756
1112,E01000930,964
1112,E01000931,1068
1112,E01000932,613
1112,E01000933,629
1112,E01000934,844
1112,E01000935,725
1112,E01000936,651
1112,E01000937,445
1112,E01000938,799
1112,E01000939,754
1112,E01000940,442
1112,E01000941,642
1112,E01000942,450
1112,E01000943,574
1112,E01000944,836
1112,E01000945,1041
1112,E01000946,600
1112,E01000947,800
1112,E01000948,717
1112,E01000949,860
1112,E01000950,757
1112,E01000951,752
1112,E01000952,874
1112,E01000953,951
1112,E01000954,865
1112,E01000955,719
1112,E01000956,849
1112,E01000957,665
1112,E01000958,1063
1112,E01000959,816
1112,E01000960,698
1112,E01000961,775
1112,E01000962,448
1112,E01000963,560
1112,E01000964,694
1112,E01000965,532
1112,E01000966,393
1112,E01000967,364
1112,E01000968,506
1112,E01000969,514
1112,E01000970,426
1112,E01000971,419
1112,E01000972,882
1112,E01000973,802
1112,E01000974,778
1112,E01000975,499
1112,E01000976,660
1112,E01000977,714
1112,E01000978,658
1112,E01000979,523
1112,E01000980,640
1112,E01000981,614
1112,E01000982,566
1112,E01000983,567
1112,E01000984,722
1112,E01000985,459
1112,E01000986,510
1112,E01000987,430
1112,E01000988,869
1112,E01000989,589
1112,E01000990,648
1112,E01000991,511
1112,E01000992,829
1112,E01000993,567
1112,E01000994,673
1112,E01000995,757
1112,E01000996,572
1112,E01000997,611
1112,E01000998,716
1112,E01000999,577
1112,E01001000,741
1112,E01001001,568
1112,E01001002,628
1112,E01001003,691
1112,E01001004,1076
1112,E01001005,816
1112,E01001006,640
1112,E01001007,797
1112,E01001008,857
1112,E01001009,843
1112,E01001010,834
1112,E01001011,891
1112,E01001012,997
1112,E01001013,1206
1112,E01001014,1143
1112,E01001015,488
1112,E01001016,620
1112,E01001017,458
1112,E01001018,450
1112,E01001019,444
1112,E01001020,473
1112,E01001021,506
1112,E01001022,407
1112,E01001023,524
1112,E01001024,457
1112,E01001025,416
1112,E01001026,724
1112,E01001027,522
1112,E01001028,563
1112,E01001029,477
1112,E01001030,533
1112,E01001031,421
1112,E01001032,377
1112,E01001033,619
1112,E01001034,526
1112,E01001035,650
1112,E01001036,442
1112,E01001037,501
1112,E01001038,620
1112,E01001039,426
1112,E01001040,554
1112,E01001041,670
1112,E01001042,751
1112,E01001043,1009
1112,E01001044,499
1112,E01001045,847
1112,E01001046,447
1112,E01001047,560
1112,E01001048,880
1112,E01001049,367
1112,E01001050,584
1112,E01001051,894
1112,E01001052,934
1112,E01001053,951
1112,E01001054,981
1112,E01001055,1047
1112,E01001056,1091
1112,E01001057,1071
1112,E01001058,488
1112,E01001059,486
1112,E01001060,601
1112,E01001061,679
1112,E01001062,529
1112,E01001063,525
1112,E01001064,428
1112,E01001065,515
1112,E01001066,666
1112,E01001067,460
1112,E01001068,628
1112,E01001069,477
1112,E01001070,654
1112,E01001071,587
1112,E01001072,420
1112,E01001073,471
1112,E01001074,781
1112,E01001075,583
1112,E01001076,840
1112,E01001077,771
1112,E01001078,819
1112,E01001079,1074
1112,E01001080,1072
1112,E01001081,965
1112,E01001082,970
1112,E01001083,619
1112,E01001084,619
1112,E01001085,617
1112,E01001086,795
1112,E01001087,948
1112,E01001088,646
1112,E01001089,964
1112,E01001090,881
1112,E01001091,579
1112,E01001092,851
1112,E01001093,633
1112,E01001094,556
1112,E01001095,576
1112,E01001096,422
1112,E01001097,975
1112,E01001098,418
1112,E01001099,571
1112,E01001100,451
1112,E01001101,391
1112,E01001102,455
1112,E01001103,526
1112,E01001104,496
1112,E01001105,603
1112,E01001106,492
1112,E01001107,413
1112,E01001108,464
1112,E01001109,872
1112,E01001110,879
1112,E01001111,801
1112,E01001112,838
1112,E01001113,810
1112,E01001114,774
1112,E01001115,1042
1112,E01001116,735
1112,E01001117,1483
1112,E01001118,1071
1112,E01001119,426
1112,E01001120,464
1112,E01001121,307
1112,E01001122,411
1112,E01001123,481
1112,E01001124,430
1112,E01001125,581
1112,E01001126,460
1112,E01001127,546
1112,E01001128,679
1112,E01001129,433
1112,E01001130,812
1112,E01001131,558
1112,E01001132,416
1112,E01001133,548
1112,E01001134,531
1112,E01001135,499
1112,E01001136,911
1112,E01001137,614
1112,E01001138,435
1112,E01001139,657
1112,E01001140,498
1112,E01001141,460
1112,E01001142,502
1112,E01001143,913
1112,E01001144,717
1112,E01001145,782
1112,E01001146,613
1112,E01001147,672
1112,E01001148,706
1112,E01001149,612
1112,E01001150,659
1112,E01001151,831
1112,E01001152,768
1112,E01001153,734
1112,E01001154,862
1112,E01001155,981
1112,E01001156,668
1112,E01001157,633
1112,E01001158,640
1112,E01001159,609
1112,E01001160,752
1112,E01001161,870
1112,E01001162,668
1112,E01001163,598
1112,E01001164,578
1112,E01001165,661
1112,E01001166,746
1112,E01001167,820
1112,E01001168,688
1112,E01001169,695
1112,E01001170,827
1112,E01001171,598
1112,E01001172,720
1112,E01001173,934
1112,E01001174,739
1112,E01001175,888
1112,E01001176,987
1112,E01001177,907
1112,E01001178,1272
1112,E01001179,719
1112,E01001180,845
1112,E01001181,1198
1112,E01001182,646
1112,E01001183,657
1112,E01001184,544
1112,E01001185,682
1112,E01001186,773
1112,E01001187,749
1112,E01001188,747
1112,E01001189,423
1112,E01001190,712
1112,E01001191,764
1112,E01001192,696
1112,E01001193,796
1112,E01001194,567
1112,E01001195,1033
1112,E01001196,1515
1112,E01001197,999
1112,E01001198,887
1112,E01001199,1134
1112,E01001200,838
1112,E01001201,857
1112,E01001202,1408
1112,E01001203,1120
1112,E01001204,569
1112,E01001205,813
1112,E01001206,1002
1112,E01001207,568
1112,E01001208,555
1112,E01001209,593
1112,E01001210,1015
1112,E01001211,730
1112,E01001212,761
1112,E01001213,1239
1112,E01001214,913
1112,E01001215,1242
1112,E01001216,863
1112,E01001217,779
1112,E01001218,1255
1112,E01001219,1214
1112,E01001220,1026
1112,E01001221,677
1112,E01001222,975
1112,E01001223,697
1112,E01001224,538
1112,E01001225,846
1112,E01001226,579
1112,E01001227,459
1112,E01001228,653
1112,E01001229,749
1112,E01001230,601
1112,E01001231,856
1112,E01001232,692
1112,E01001233,622
1112,E01001234,527
1112,E01001235,646
1112,E01001236,567
1112,E01001237,557
1112,E01001238,2139
1112,E01001239,1179
1112,E01001240,1371
1112,E01001241,1060
1112,E01001242,928
1112,E01001243,1155
1112,E01001244,1499
1112,E01001245,1080
1112,E01001246,1803
1112,E01001247,1761
1112,E01001248,715
1112,E01001249,1259
1112,E01001250,1141
1112,E01001251,709
1112,E01001252,1127
1112,E01001253,738
1112,E01001254,871
1112,E01001255,553
1112,E01001256,2087
1112,E01001257,1096
1112,E01001258,852
1112,E01001259,792
1112,E01001260,933
1112,E01001261,1152
1112,E01001262,899
1112,E01001263,889
1112,E01001264,832
1112,E01001265,760
1112,E01001266,788
1112,E01001267,982
1112,E01001268,872
1112,E01001269,822
1112,E01001270,666
1112,E01001271,773
1112,E01001272,727
